Array size: 60000		Iterations: 100000		Message size: 5		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.474751	0.000993
1		3.252485	0.000078
2		3.242880	0.000452
3		3.252296	0.000242
4		3.284115	0.000128
5		3.253408	0.000140
6		3.242457	0.000752
7		3.241145	0.000318
8		3.245842	0.001617
9		3.249930	0.000368
Average:	3.273931	0.000509
Deviation:	0.067953	0.000460
