Array size: 60000		Iterations: 100000		Message size: 5000		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		18.433219	0.000141
1		11.317409	0.000872
2		11.318117	0.000183
3		11.338132	0.000412
4		11.355360	0.000569
5		11.403643	0.000202
6		11.317669	0.000151
7		11.355168	0.000357
8		11.355857	0.000962
9		11.323389	0.002226
Average:	12.051796	0.000607
Deviation:	2.127293	0.000607
