Array size: 60000		Iterations: 100000		Message size: 1		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		3.423028	0.000086
1		3.395649	0.000575
2		3.404408	0.000247
3		3.396490	0.000764
4		3.402732	0.000767
5		3.397305	0.001589
6		3.430665	0.000531
7		3.424767	0.000242
8		3.417788	0.001321
9		3.411453	0.000111
Average:	3.410429	0.000623
Deviation:	0.012286	0.000480
