Array size: 60000		Iterations: 100000		Message size: 2500		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		17.573437	0.000239
1		10.939975	0.000661
2		10.938541	0.000241
3		10.988030	0.000379
4		10.944460	0.000146
5		11.111883	0.000060
6		10.998511	0.000097
7		10.989734	0.000386
8		10.944342	0.000150
9		11.011476	0.000270
Average:	11.644039	0.000263
Deviation:	1.977086	0.000168
