Array size: 60000		Iterations: 100000		Message size: 1000		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		14.481921	0.000926
1		10.984959	0.000928
2		11.001098	0.000578
3		10.982549	0.000593
4		11.004812	0.000173
5		10.978555	0.000739
6		11.060400	0.000938
7		10.990961	0.000365
8		10.960548	0.000248
9		11.092469	0.000127
Average:	11.353827	0.000561
Deviation:	1.043393	0.000303
