Array size: 60000		Iterations: 100000		Message size: 10		Halo depth: 10	Processors used: 16384
Run		Stream time	Exchange time
0		8.463947	0.000818
1		3.235221	0.000256
2		3.234659	0.000912
3		3.235624	0.000474
4		3.238925	0.000793
5		3.246068	0.000275
6		3.231261	0.001191
7		3.234215	0.000354
8		3.247166	0.000601
9		3.234363	0.000778
Average:	3.760145	0.000645
Deviation:	1.567942	0.000290
