Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 4
Stream time	Exchange time
0.822144	6.117539
0.827622	6.210574
0.820922	6.121620
0.817531	6.101971
0.824773	6.137210
0.818737	6.301023
0.833005	6.201503
0.823107	6.207253
0.817502	6.112339
0.828138	6.231177
