Array size: 100		Iterations: 1000000		Message size: 50		Processors used: 64
Stream time	Exchange time
5.368156	49.841104
1.766962	55.856468
1.831107	37.944298
1.430344	29.941281
1.811062	24.161445
1.517535	44.394702
1.689168	16.606598
1.273659	39.128251
1.877898	17.122657
1.868089	42.741114
