Array size: 100000		Iterations: 10000		Message size: 25		Processors used: 10
Stream time	Exchange time
4.009695	4.097593
3.825205	4.242575
3.826242	4.059908
3.824997	4.065011
3.825072	4.265327
3.825216	4.063211
3.826525	4.067328
3.825815	4.058325
3.823765	4.060954
3.825339	4.059713
