Array size: 100000		Iterations: 10000		Message size: 25		Processors used: 32
Stream time	Exchange time
4.141852	4.235008
4.270158	4.156344
4.256241	4.274680
3.886657	4.131182
3.860020	4.117969
3.904583	4.858564
4.036525	4.877992
3.903972	4.335551
4.089048	4.562900
3.976920	4.454093
