Array size: 100000		Iterations: 10000		Message size: 25		Processors used: 4
Stream time	Exchange time
3.856161	4.058367
3.849828	4.051116
3.833777	4.060866
3.823628	4.057425
3.823436	4.054787
3.823275	4.056490
3.830178	4.059479
3.825794	4.063264
3.827722	4.061965
3.865381	4.063825
