Array size: 60000		Iterations: 100000		Message size: 50		Processors used: 16384
Run		Stream time	Exchange time
0		14.057831	0.001769
1		12.743045	0.000964
2		12.117122	0.000097
3		12.445090	0.000102
4		12.550828	0.000132
5		12.637616	0.000119
6		12.718501	0.000337
7		12.682641	0.000177
8		12.018222	0.000183
9		12.588838	0.000225
Average:	12.655973	0.000411
Deviation:	0.522959	0.000515
