Array size: 480000		Iterations: 100000		Message size: 50		Processors used: 2048
Run		Stream time	Exchange time
0		202.228272	0.000128
1		202.429465	0.000103
2		202.568079	0.000036
3		202.650297	0.000092
4		202.485523	0.001010
5		202.596854	0.000110
6		202.590245	0.000238
7		202.535730	0.000425
8		202.517327	0.000491
9		202.416999	0.000042
Average:	202.501879	0.000267
Deviation:	0.114978	0.000289
