Array size: 1920000		Iterations: 100000		Message size: 50		Processors used: 512
Run		Stream time	Exchange time
0		879.492188	0.000092
1		879.016427	0.000087
2		879.124136	0.000074
3		878.900899	0.000017
4		878.505475	0.000166
5		878.591173	0.000021
6		878.588433	0.000025
7		878.480502	0.000027
8		878.423615	0.000016
9		878.453063	0.000095
Average:	878.757591	0.000062
Deviation:	0.340947	0.000047
