Array size: 120000		Iterations: 100000		Message size: 50		Processors used: 8192
Run		Stream time	Exchange time
0		9.224027	0.000102
1		6.764579	0.000071
2		6.738980	0.000051
3		6.702495	0.000559
4		6.807214	0.000057
5		6.917435	0.001608
6		6.802596	0.000085
7		6.950752	0.000297
8		6.892557	0.000174
9		6.942162	0.000075
Average:	7.074280	0.000308
Deviation:	0.721350	0.000459
