Array size: 240000		Iterations: 100000		Message size: 50		Processors used: 4096
Run		Stream time	Exchange time
0		22.789692	0.000028
1		23.162126	0.000898
2		23.753452	0.000135
3		23.189466	0.000562
4		22.279650	0.000181
5		23.221482	0.000036
6		22.750325	0.000202
7		23.729928	0.000034
8		22.886759	0.000062
9		23.587965	0.000306
Average:	23.135085	0.000244
Deviation:	0.448691	0.000268
